member_casual,end_station_name,end_count
member,Public Rack - Komensky Ave & 63rd St,1
member,Public Rack - Western Ave & 118th St,1
member,Public Rack - Maplewood Ave & 63rd St,1
member,Public Rack - Commercial Ave & 89th St,1
member,Public Rack - Laporte Ave & Armitage Ave,1
member,Public Rack - Michele Clark Magnet High School,1
member,Ingleside Ave & 79th St,1
member,Halsted St & 94th St,1
member,Lawrence Ave & 103rd St,1
member,Central Ave & Corcoran Pl,1
member,Avenue J & 106th St,1
member,Public Rack - Avenue J & 102nd St,1
member,Public Rack - Racine Ave & 74th St,1
member,Public Rack - Stony Island & 95th St,1
member,Al Raby School,1
member,May St & 78th St,1
member,Wolcott Ave & 61st St,1
member,Central Ave & North Ave,1
member,Kedzie Ave & Pershing Rd,1
member,Public Rack - 532 E 43rd St,1
member,Public Rack - Pulaski & 52nd,1
member,Public Rack - Ewing Ave & 95th St,1
member,Public Rack - Ashland Ave & 63rd St,1
member,Public Rack - Nordica Ave & Addison St,1
member,Public Rack - Wentworth Ave & 103rd St,1
member,Public Rack - Kedzie Ave & 54th St - SW,1
member,Public Rack - Independence Blvd & Roosevelt,1
member,Pulaski Rd & 41st,1
member,Winchester Ave & 87th St,1
member,Public Rack - Maplewood Ave & 47th St,1
member,Ozark Ave & Addison St,1
member,Public Rack - Mt Greenwood Library N,1
member,Torrence Ave  & 106th St,1
member,Public Rack - Burnside Academy,1
member,Public Rack - St Louis Ave & Flournoy St,1
member,Ada St & 95th St,1
member,Ewing Ave & 106th St,1
member,83rd St (Avalon Park) Metra,1
member,Public Rack - Percy Julian HS,1
member,Damen Ave & 80th St,1
member,Kedvale Ave & Avondale Ave,1
member,Wentworth Ave & 79th St,1
member,Public Rack - Christiana Ave & 55th St,1
member,Albany Ave & 103rd St,1
member,Bensley Ave & 103rd St,1
member,Sacramento Ave & Greenleaf Ave,1
member,Stony Island Ave & 86th St,1
member,Linder Ave & Belmont Ave,1
member,Public Rack - 63rd & Western Ave N,1
member,Public Rack - Kedvale Ave & 26th St,1
member,Public Rack - Francisco Ave & Touhy Ave,1
member,Linder Ave & Archer Ave,1
member,Michigan Ave & 113th St,1
member,Public Rack - Kingston Ave & 75th St,1
member,Western Ave & 111th St - SW,1
member,Jonathan Y Scammon Public School,1
member,Maryland Ave & 87th ST,1
member,Public Rack - Cottage Grove Ave & 98th St,1
member,Public Rack - Western Ave & 92nd Pl,1
member,Spaulding Ave & Foster Ave,1
member,Public Rack - Sawyer Ave & Bryn Mawr Ave - SW,1
member,Public Rack - Kedzie Ave & 61st Pl E,1
member,Buffalo Ave & 133rd St,1
member,Cicero Ave & Roscoe St,1
member,Public Rack - Clyde Ave & 87th St,1
member,Public Rack - Ashland Ave & 74th St,1
member,Public Rack - Kedzie Ave & Walnut St,1
member,Public Rack - 83rd St (Avalon Park) Metra,1
member,Public Rack - Milwaukee Ave & Waveland Ave,1
member,Wood St & 103rd St,1
member,Halsted St & 64th St,1
member,Ashland Ave & 46th St,1
member,Ashland Ave & 73rd St,1
member,Kolin Ave & Archer Ave,1
member,Lawndale Ave & Polk St,1
member,St Louis Ave & Berteau Ave,1
member,Cottage Grove Ave & 91st St,1
member,Sacramento Blvd & Washington Blvd,1
member,N Shore Channel Trail & Argyle Ave,1
member,Public Rack - Wabash Ave & 87th St,1
member,Public Rack - Buffalo Ave & 89th St,1
member,Public Rack - Buffalo Ave & 133rd St,1
member,Public Rack - Houston Ave & 130th St,1
member,Public Rack - Jeffery Blvd & 83rd St,1
member,Ewing Ave & 101st St,1
member,Ashland Ave & 45th St,1
member,Canty Elementary School,1
member,Oketo Ave & Belmont Ave,1
member,Christiana Ave & 55th St,1
member,Public Rack - East End Ave & 87th St,1
member,Public Rack - Eggleston Ave & 115th St,1
member,Public Rack - McVicker Ave & Grand Ave,1
member,Public Rack - Albany Ave & 111th St - NW,1
member,Laflin St & 51st St,1
member,Throop St & 109th Pl,1
member,Whippie St & 26th St,1
member,Keeler Ave & Madison St,1
member,Public Rack - Cornell Ave & 87th Pl,1
member,Public Rack - East End Ave & 75th St,1
member,Emerald Ave & 45th St,1
member,Public Rack - Ashland Ave & 45th St,1
member,Public Rack - Robert Fulton Elementary School,1
member,Public Rack - Austin Branch Chicago Public Library,1
member,Wentworth Ave & 103rd St,1
member,Public Rack - Loomis Blvd & 47th St,1
member,Public Rack - Western Ave & 116th St,1
